0.000000000000000000e+00 9.981657344647817953e-02 0.000000000000000000e+00 0.000000000000000000e+00 9.892740094345189861e-02 0.000000000000000000e+00 2.974099724992657623e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.042614810330896452e-01 0.000000000000000000e+00 -5.018351997679579846e-01 0.000000000000000000e+00 0.000000000000000000e+00 -5.021795561257195173e-01 0.000000000000000000e+00 2.016374677565098417e-01 0.000000000000000000e+00 0.000000000000000000e+00 -5.973465192845022198e-01
1.732218955565032262e-03 9.957258104430824486e-02 -4.607942493004304335e-03 3.297125053859378905e-03 9.957859932949249260e-02 -2.617427543955688513e-03 3.100922966708022366e-01 7.850072713440410521e-03 -7.801579583846886962e-03 -9.593146067259340770e-02 1.160192512338000317e-02 -4.965499703213646643e-01 9.326219062652612440e-03 7.006484835993839581e-04 -4.939481246389272884e-01 3.904479047609515918e-03 1.970575196477602486e-01 3.123283633134316811e-03 3.403352417619047963e-03 -5.981886656846504557e-01
4.262203657822366890e-04 1.038908205404696639e-01 -7.434066528171081115e-03 8.361296417418891819e-03 9.935097676343461470e-02 3.960239542881629354e-04 3.089967964658003607e-01 2.591125797255055922e-04 1.029089222010165852e-03 -1.048073134024336966e-01 3.603472942240978309e-03 -4.925253260546761380e-01 -6.121302863220143275e-03 -4.198812861340712847e-03 -4.892966382081792021e-01 6.710621395992172160e-03 2.046206265720365292e-01 3.694896198495974463e-03 -6.250879701161379809e-03 -5.898568745137816594e-01
1.098370784088588230e-02 9.569766578138270974e-02 -1.926160825988799952e-02 2.223244657297194019e-02 8.839397689910628853e-02 -7.584705421090731474e-03 3.061857344457873387e-01 3.574269151554519512e-03 -5.497551862693445153e-03 -1.026428235933071059e-01 4.437809599372065025e-03 -4.996687166074366693e-01 1.687643510368586324e-03 8.618940211371989638e-04 -4.968110090284424407e-01 1.067745506748720742e-02 1.918597573993076622e-01 -8.668153002434309320e-03 4.631821685169421575e-03 -6.041205622006986520e-01
3.188358396435735445e-03 1.070182449738818625e-01 1.451288781850885480e-03 6.449152707285646380e-03 1.062982478431481193e-01 -1.162887208101445920e-02 2.978957881160602117e-01 -5.885973424138801410e-03 6.980349916281373968e-04 -1.056846358886138343e-01 5.130530858195748306e-05 -4.949104014115350836e-01 2.152765705022420279e-03 6.480270374144451312e-03 -4.971007171136120895e-01 7.709786728676928415e-03 1.945382731219293948e-01 -1.573667534704247407e-03 1.327376012491470261e-02 -5.943214214595243794e-01
-5.872523257022923063e-03 9.405225294754938903e-02 -1.733274463155756728e-03 -4.198098125534155053e-03 1.016985580359127395e-01 -1.172955466724703855e-03 3.037313198966097305e-01 -6.537817890738808688e-05 -5.420465832762939515e-03 -9.883634017150567941e-02 -4.171661251493631595e-04 -4.922131313546783127e-01 -1.103592227914464152e-02 4.945232688883096327e-03 -4.898727545357111079e-01 -3.179546238045738611e-03 2.109831483178919997e-01 1.040526716350307149e-03 -2.210390710498757062e-03 -5.953716055847266819e-01
-5.748818160552088274e-03 1.109176448913998247e-01 -2.444318481768538269e-03 2.037180806218659955e-03 1.069146971219074871e-01 -5.135379642280342438e-03 3.029543489986766258e-01 2.478653324667661612e-03 -1.094564796498585964e-03 -1.109479190788189851e-01 2.739377667198886722e-03 -5.039570607543314429e-01 6.299595104319342075e-03 -5.086409401021556309e-03 -4.997566526025146172e-01 -4.012630443727172730e-03 2.004583980377054042e-01 -3.719787632607719254e-03 -5.612467845492180932e-03 -5.959831999127979119e-01
1.415961524373540118e-03 9.696168831276053002e-02 -3.683146236470978205e-03 5.934609693443916416e-03 1.098330504496635718e-01 -1.200477634545809701e-03 3.108079540271399543e-01 7.016608246655465717e-03 -1.842687855769340344e-03 -1.079064031333936274e-01 8.510357690982199921e-03 -5.103924812779303544e-01 1.421872014836098735e-03 -4.230455466295987219e-03 -4.977302197916772530e-01 6.041667638879413479e-05 2.064541888146547710e-01 -1.163215388782741326e-02 -5.997403939197001529e-03 -5.922626516111446637e-01
-3.555148894848663213e-03 1.022069179822042428e-01 1.685074728618898669e-04 6.454551422016328345e-03 8.721358782288957112e-02 -8.840841429488599523e-03 2.997168300596941282e-01 9.435076228388098937e-03 -1.265045288333568191e-02 -9.249112787221416832e-02 4.138500618298487747e-03 -5.057417170007078022e-01 -4.141885147795003330e-03 2.450901301849133483e-03 -5.011076908015621445e-01 5.095981591735238361e-03 2.042022758823118511e-01 -1.166692760708230858e-02 -4.994887451918032448e-03 -6.016179029930052158e-01
4.838419976620090407e-04 9.583519093073630812e-02 -2.278065620121708882e-03 2.807232399512502290e-03 9.808838459899917039e-02 -5.976047392595237526e-03 2.975190162313626763e-01 -2.779140322201441131e-03 -8.160601937127653221e-03 -1.026222211025695358e-01 1.610005884624250011e-02 -4.977343960045614302e-01 7.900228835866641985e-03 -6.402335120305888833e-03 -4.950520968482753359e-01 1.207484066706423012e-02 2.001266483494657800e-01 9.634871001890903813e-04 4.361280733327875785e-04 -6.064173373579579973e-01
